,row,xmin,xmax,yfit.max,yfit.min
499,498,59.14999994,124.8345179,124.9423386,59.3488921
500,499,59.32111494,124.8663945,124.9279937,59.35113515
501,500,59.3627233,124.7174046,124.91376,59.35352668
502,501,59.48368294,124.7298559,124.899836,59.35606335
503,502,59.72614603,124.9257767,124.8864206,59.3587418
504,503,59.74625091,124.9576144,124.8737123,59.36155871
505,504,59.48022527,124.8034185,124.8619099,59.36451073
506,505,59.32012424,124.8156175,124.851212,59.36759451
507,506,59.36625869,124.9639663,124.8418174,59.37080673
508,507,59.35031074,125.0169577,124.8336805,59.37465782
509,508,59.23354697,124.880128,124.8265202,59.37956404
510,509,59.23127419,124.8115382,124.8201814,59.38538069
511,510,59.35573035,124.8260292,124.8145089,59.39196311
512,511,59.40429284,124.7694053,124.8093477,59.39916662
513,512,59.22907917,124.5155398,124.8045426,59.40684653
514,513,59.10345758,124.4512624,124.7999387,59.41485818
515,514,59.16146068,124.6081971,124.7953807,59.42305687
516,515,59.23348865,124.6327503,124.7907137,59.43129794
517,516,59.21874505,124.5412584,124.7857826,59.43943671
518,517,59.30017475,124.6372763,124.7804322,59.44732849
519,518,59.43896652,124.8917441,124.7745074,59.45482862
520,519,59.41148014,124.8666081,124.7678533,59.46179241
521,520,59.34409473,124.6261847,124.7603146,59.46807519
522,521,59.49782437,124.6034768,124.7517364,59.47353227
523,522,59.81511264,124.832692,124.7419635,59.47801898
524,523,59.8472416,124.8866353,124.7308408,59.48139065
525,524,59.61816234,124.7626259,124.7191858,59.4841378
526,525,59.55854695,124.7787487,124.707853,59.48683651
527,526,59.64741641,124.7953765,124.6967426,59.48947044
528,527,59.62975909,124.6304387,124.6857552,59.49202325
529,528,59.46268448,124.3190557,124.674791,59.49447857
530,529,59.47626253,124.390501,124.6637505,59.49682006
531,530,59.59728044,124.6773697,124.652534,59.49903138
532,531,59.66946378,124.7346151,124.641042,59.50109617
533,532,59.61612269,124.5641218,124.6291747,59.50299808
534,533,59.63574198,124.5736595,124.6168327,59.50472077
535,534,59.76245141,124.8533603,124.6039163,59.50624788
536,535,59.70466194,124.9478824,124.5903258,59.50756307
537,536,59.46963865,124.7635001,124.5759617,59.50864999
538,537,59.45093233,124.7166081,124.5607243,59.50949229
539,538,59.72202791,124.9129756,124.5445141,59.51007361
540,539,59.75763397,124.9673463,124.5272314,59.51037762
541,540,59.50233094,124.8081971,124.5086238,59.51013105
542,541,59.38733483,124.8479406,124.4886019,59.50912637
543,542,59.50388495,124.9528551,124.4673107,59.50744574
544,543,59.51829831,124.7067207,124.4448948,59.50517135
545,544,59.29514369,124.1655787,124.4214992,59.50238538
546,545,59.22334878,124.0185507,124.3972687,59.49917
547,546,59.30664327,124.2253882,124.3723482,59.49560741
548,547,59.31820116,124.3389662,124.3468824,59.49177978
549,548,59.20559431,124.1773696,124.3210162,59.48776929
550,549,59.28267279,124.0970471,124.2948946,59.48365812
551,550,59.46287873,124.2518257,124.2686622,59.47952845
552,551,59.51756012,124.3073036,124.2424639,59.47546247
553,552,59.41845371,124.1133836,124.2164447,59.47154236
554,553,59.47810794,124.0447744,124.1907492,59.46785029
555,554,59.66282045,124.1874706,124.1655225,59.46446845
556,555,59.64362853,124.2766508,124.1409092,59.46147901
557,556,59.44450264,124.1574977,124.1170543,59.45896417
558,557,59.47997272,124.0862857,124.0931405,59.45642301
559,558,59.72779713,124.1021365,124.068325,59.45335272
560,559,59.65786705,124.0154814,124.0427136,59.44983264
561,560,59.26668602,123.748504,124.0164125,59.44594208
562,561,59.10864406,123.7497472,123.9895275,59.44176036
563,562,59.28762618,123.9027192,123.9621647,59.43736682
564,563,59.38475127,123.8406563,123.9344302,59.43284077
565,564,59.34864018,123.612121,123.9064299,59.42826154
566,565,59.38587795,123.6223774,123.8782699,59.42370846
567,566,59.54184142,123.7698909,123.8500561,59.41926084
568,567,59.60693467,123.7302639,123.8218945,59.41499802
569,568,59.46651122,123.5774279,123.7938912,59.41099931
570,569,59.35681812,123.6403261,123.7661523,59.40734404
571,570,59.43150733,123.8533991,123.7387836,59.40411154
572,571,59.44858191,123.872727,123.7118912,59.40138112
573,572,59.36429677,123.701107,123.6855811,59.39923212
574,573,59.42047389,123.8168024,123.6599593,59.39774385
575,574,59.51835657,123.8913361,123.6348596,59.39639336
576,575,59.40967359,123.6315265,123.6100297,59.39466344
577,576,59.21571478,123.3135972,123.5854469,59.39264202
578,577,59.25306909,123.3590712,123.5610887,59.39041705
579,578,59.42929286,123.5240867,123.5369322,59.38807646
580,579,59.49226878,123.4924434,123.5129548,59.38570821
581,580,59.43026409,123.4303804,123.4891338,59.38340021
582,581,59.45553605,123.5665693,123.4654465,59.38124043
583,582,59.55825555,123.7992227,123.4418702,59.37931679
584,583,59.51392764,123.6638496,123.4183821,59.37771724
585,584,59.37799136,123.4021947,123.3949597,59.37652972
586,585,59.3981934,123.3984651,123.3715802,59.37584217
587,586,59.56402478,123.6345956,123.3482209,59.37574252
588,587,59.54030684,123.6704347,123.3248591,59.37631873
589,588,59.34459975,123.424786,123.3014721,59.37765872
590,589,59.2978243,123.3310409,123.2780373,59.37985045
591,590,59.39877614,123.4126454,123.2545319,59.38298184
592,591,59.38315842,123.2974161,123.2305857,59.38731742
593,592,59.20271941,122.881138,123.2059201,59.39296278
594,593,59.23626643,122.8221053,123.1806492,59.3997675
595,594,59.38815069,123.0839741,123.1548873,59.40758114
596,595,59.38813127,123.1825172,123.1287488,59.41625328
597,596,59.24106445,122.9716198,123.1023479,59.42563347
598,597,59.27639856,122.9517286,123.0757989,59.4355713
599,598,59.49312348,123.174922,123.0492161,59.44591632
600,599,59.50203956,123.2167829,123.0227138,59.45651811
601,600,59.3053807,122.9832359,122.9964063,59.46722624
602,601,59.32437833,122.8780495,122.9704079,59.47789028
603,602,59.49489115,123.0217363,122.9448329,59.48835979
604,603,59.50949875,123.1374122,122.9197955,59.49848434
605,604,59.38681034,123.0768062,122.8954101,59.50811351
606,605,59.33591679,123.0121403,122.8717909,59.51709686
607,606,59.35258342,122.9957067,122.8490522,59.52528395
608,607,59.29137521,122.8756213,122.8273084,59.53252437
609,608,59.04409472,122.4812352,122.8058512,59.54047285
610,609,59.0197163,122.2849259,122.7839703,59.55065128
611,610,59.1770589,122.3593042,122.7617764,59.56270997
612,611,59.38245908,122.3617519,122.7393805,59.57629923
613,612,59.56462691,122.2913944,122.7168932,59.59106939
614,613,59.81959972,122.455089,122.6944255,59.60667075
615,614,60.09615372,122.7220083,122.6720883,59.62275362
616,615,60.17550494,122.8030883,122.6499923,59.63896832
617,616,59.96987167,122.7060021,122.6282483,59.65496515
618,617,59.88780098,122.7537877,122.6069673,59.67039443
619,618,60.04731922,122.9205126,122.58626,59.68490647
620,619,60.1022726,122.9978435,122.5662373,59.69815159
621,620,59.93411024,122.9135973,122.5470101,59.70978009
622,621,59.78378003,122.9453378,122.5286891,59.71944229
623,622,59.68026405,122.9755436,122.5113852,59.72678849
624,623,59.53273103,122.7148404,122.4952092,59.73146902
625,624,59.2951631,122.2540402,122.480272,59.73313418
626,625,59.29597894,122.1029718,122.4661677,59.73340986
627,626,59.48354694,122.1636944,122.4524335,59.73403605
628,627,59.65021358,122.0922491,122.4390943,59.7348342
629,628,59.61215994,121.9566236,122.4261754,59.73562577
630,629,59.68381884,122.2160447,122.4137018,59.73623222
631,630,59.84028736,122.4766702,122.4016986,59.73647501
632,631,59.96050882,122.3978435,122.3901909,59.7361756
633,632,59.93793699,122.1853921,122.3792039,59.73515545
634,633,60.01175206,122.2418412,122.3687626,59.73323601
635,634,60.14259896,122.5192887,122.3588922,59.73023874
636,635,60.10879946,122.5828863,122.3496177,59.72598511
637,636,59.98624704,122.5033991,122.3409644,59.72029656
638,637,59.9990287,122.5327114,122.3329572,59.71299457
639,638,60.03566427,122.5868489,122.3256213,59.70390059
640,639,59.93935501,122.4850618,122.3189818,59.69283607
641,640,59.74022912,122.1651123,122.3130638,59.67962248
642,641,59.58978233,122.0944053,122.3078925,59.66408128
643,642,59.61418014,122.220765,122.3031865,59.64551654
644,643,59.49168597,122.2652872,122.2986895,59.62357869
645,644,59.28512032,122.2001551,122.2944639,59.59860872
646,645,59.30677923,122.1726104,122.2905723,59.57094762
647,646,59.50953757,122.321134,122.287077,59.54093635
648,647,59.52323219,122.3380533,122.2840406,59.50891591
649,648,59.34079246,122.1722024,122.2815254,59.47522728
650,649,59.29088959,122.2582359,122.279594,59.44021145
651,650,59.38411027,122.5315459,122.2783087,59.40420938
652,651,59.34238532,122.5349259,122.2777321,59.36756207
653,652,59.19953373,122.3227464,122.2779266,59.33061051
654,653,59.18232317,122.2810603,122.2789546,59.29369566
655,654,59.26890045,122.4005435,122.2808786,59.25715852
656,655,59.19426951,122.3181232,122.2837611,59.22134007
657,656,59.02033792,122.1203959,122.2876645,59.18658129
658,657,59.07880722,122.0743781,122.2926513,59.15322316
659,658,59.25945993,122.2630922,122.2987839,59.12160667
660,659,59.31761843,122.3038654,122.3065486,59.08929659
661,660,59.20079636,122.1822064,122.3162525,59.05392349
662,661,59.16101391,122.2352367,122.3276893,59.01592703
663,662,59.25064092,122.4461924,122.3406524,58.97574687
664,663,59.22152283,122.3796228,122.3549357,58.93382268
665,664,59.06489889,122.1756795,122.3703327,58.89059412
666,665,59.04630918,122.2255825,122.386637,58.84650085
667,666,59.1424436,122.5482708,122.4036424,58.80198253
668,667,59.00841098,122.6897044,122.4211423,58.75747883
669,668,58.79296807,122.5553999,122.4389305,58.71342941
670,669,58.81715221,122.4783409,122.4568005,58.67027393
671,670,58.9485236,122.5629756,122.4745461,58.62845205
672,671,58.7305166,122.5158117,122.4919608,58.58840344
673,672,58.30017474,122.2281661,122.5088382,58.55056775
674,673,58.12890434,122.1920743,122.5249721,58.51538466
675,674,58.09512424,122.3163945,122.540156,58.48329383
676,675,57.97092063,122.3074979,122.5553835,58.45287855
677,676,57.80207837,122.1833526,122.5717093,58.42247065
678,677,57.86130525,122.3680456,122.5890191,58.39213258
679,678,58.17624309,122.6166858,122.6071987,58.36192679
680,679,58.25553604,122.7388304,122.6261336,58.33191572
681,680,58.1098484,122.6370239,122.6457097,58.30216181
682,681,58.10979014,122.6129369,122.6658124,58.27272752
683,682,58.28191521,122.7993782,122.6863276,58.24367528
684,683,58.3606254,122.9258545,122.7071408,58.21506756
685,684,58.29318174,122.8820705,122.7281378,58.18696678
686,685,58.27010481,122.8870627,122.7492043,58.1594354
687,686,58.27904031,123.052156,122.7702258,58.13253587
688,687,58.19166659,123.0151319,122.7910882,58.10633063
689,688,57.92937056,122.800058,122.8116769,58.08088213
690,689,57.77680645,122.7048172,122.8318778,58.05625281
691,690,57.86726874,122.8106059,122.8515765,58.03250512
692,691,57.93863627,122.9081195,122.8706587,58.0097015
693,692,57.89992218,122.9288265,122.890259,57.988267
694,693,57.93918016,123.0156758,122.9114291,57.96847734
695,694,58.07566035,123.2300697,122.9339303,57.95017104
696,695,58.06303411,123.2379562,122.9575238,57.93318658
697,696,57.87814677,123.0065655,122.9819708,57.91736247
698,697,57.81482119,123.0211924,123.0070327,57.9025372
699,698,57.92729207,123.2864411,123.0324705,57.88854929
700,699,57.94696959,123.3514955,123.0580457,57.87523722
701,700,57.88282819,123.2001551,123.0835195,57.8624395
702,701,57.90677923,123.1554,123.108653,57.84999463
703,702,57.9557691,123.2019423,123.1332076,57.83774111
704,703,57.87428115,123.149786,123.1569444,57.82551743
705,704,57.7104117,122.9621015,123.1796248,57.81316211
706,705,57.72113431,122.9477465,123.20101,57.80051363
707,706,57.79885379,122.9919578,123.2208612,57.78741051
708,707,57.77476679,122.9713867,123.2389397,57.77369123
709,708,57.66693848,122.9042538,123.2550067,57.7591943
710,709,57.71169374,122.9749414,123.2697453,57.74402275
711,710,57.87635962,123.1725716,123.2839953,57.72845286
712,711,57.91045054,123.1297006,123.2977533,57.71258299
713,712,57.82222209,122.9320315,123.3110158,57.6965115
714,713,57.80823607,123.0276609,123.3237794,57.68033676
715,714,57.92200841,123.3568373,123.3360404,57.66415714
716,715,57.94502709,123.4211535,123.3477956,57.64807098
717,716,57.83929668,123.2821676,123.3590415,57.63217667
718,717,57.76332546,123.275563,123.3697745,57.61657257
719,718,57.77206671,123.432828,123.3799911,57.60135703
720,719,57.59325939,123.4295452,123.3896881,57.58662842
721,720,57.3353534,123.2692111,123.3988617,57.57248511
722,721,57.37309626,123.2987566,123.4075087,57.55902546
723,722,57.54254068,123.4733681,123.4156255,57.54634784
724,723,57.57702011,123.5580417,123.4232086,57.5345506
725,724,57.48343036,123.5390635,123.4302547,57.52373211
726,725,57.5687839,123.6726494,123.4367602,57.51399074
727,726,57.8169385,123.9508739,123.4425273,57.50481703
728,727,57.79341481,124.032459,123.4474114,57.49567817
729,728,57.50219494,123.8919967,123.4514888,57.48663748
730,729,57.35876058,123.8465615,123.4548357,57.4777583
731,730,57.41353913,123.8910642,123.4575284,57.46910394
732,731,57.34491053,123.8892772,123.4596431,57.46073774
733,732,57.15639074,123.6915499,123.461256,57.45272303
734,733,57.19448319,123.6388886,123.4624435,57.44512313
735,734,57.3817598,123.7304194,123.4632817,57.43800137
736,735,57.39691131,123.6039625,123.4638469,57.43142107
737,736,57.21456867,123.2835856,123.4642154,57.42544558
738,737,57.21695793,123.1602367,123.4644633,57.4201382
739,738,57.37041555,123.2377426,123.464667,57.41556227
740,739,57.38768439,123.2343237,123.4649027,57.41178113
741,740,57.18945208,123.1236011,123.4652466,57.40885809
742,741,57.20075747,123.2132864,123.465775,57.40685648
743,742,57.36509311,123.4102367,123.4665642,57.40583963
744,743,57.40611875,123.4371209,123.4670354,57.40693552
745,744,57.26656942,123.2525833,123.4666085,57.4109788
746,745,57.27837986,123.2236206,123.465357,57.41759279
747,746,57.50075746,123.3962507,123.4633549,57.42640081
748,747,57.49636742,123.4355669,123.4606759,57.4370262
749,748,57.43698513,123.2778358,123.4573936,57.44909227
750,749,57.41252904,123.2264372,123.453582,57.46222237
751,750,57.51726871,123.3898211,123.4493146,57.4760398
752,751,57.55755621,123.4362662,123.4446654,57.49016791
753,752,57.37548551,123.3005242,123.439708,57.50423001
754,753,57.31637518,123.2111497,123.4345162,57.51784943
755,754,57.39399757,123.23918,123.4291637,57.5306495
756,755,57.3965034,123.2230572,123.4237244,57.54225354
757,756,57.35790588,123.1285545,123.4182719,57.55228489
758,757,57.46631692,123.2149764,123.4128801,57.56036686
759,758,57.66928893,123.3796423,123.4076226,57.56612278
760,759,57.70495325,123.367521,123.4025733,57.56917599
761,760,57.54069533,123.2787099,123.3977415,57.57121515
762,761,57.54267667,123.3305165,123.393068,57.5740689
763,762,57.73719881,123.5472025,123.3885235,57.57757048
764,763,57.82243579,123.5975522,123.3840788,57.58155313
765,764,57.72249407,123.5386555,123.3797047,57.5858501
766,765,57.70506982,123.6622763,123.3753719,57.59029462
767,766,57.74322054,123.8434534,123.3710512,57.59471994
768,767,57.68968518,123.7172102,123.3667134,57.59895931
769,768,57.36495715,123.3640052,123.3623292,57.60284597
770,769,57.37311565,123.2644714,123.3578694,57.60621316
771,770,57.61629748,123.3544093,123.3533048,57.60889412
772,771,57.76078076,123.3773308,123.3486061,57.6107221
773,772,57.81942489,123.3084108,123.3437441,57.61153034
774,773,57.84024852,123.4728631,123.3386896,57.61115208
775,774,57.91773494,123.7407924,123.3334133,57.60942057
776,775,57.90518636,123.7568374,123.327886,57.60616905
777,776,57.82651504,123.5298949,123.3220785,57.60123076
778,777,57.91623921,123.5024862,123.3161145,57.5937832
779,778,58.05675981,123.6436284,123.3101139,57.5833615
780,779,57.97874891,123.5600814,123.3040414,57.57033531
781,780,57.75648785,123.2550309,123.297862,57.55507432
782,781,57.72907915,123.2243782,123.2915403,57.5379482
783,782,57.82836041,123.4412586,123.2850412,57.51932661
784,783,57.68772327,123.3303222,123.2783295,57.49957923
785,784,57.27981729,122.8764567,123.27137,57.47907573
786,785,57.15844979,122.7914917,123.2641275,57.45818578
787,786,57.26418015,122.9391024,123.2565669,57.43727906
788,787,57.20757563,122.9159477,123.2486529,57.41672523
789,788,57.01258729,122.751243,123.2403504,57.39689397
790,789,56.98463468,122.8004466,123.2316241,57.37815494
791,790,57.17060981,122.9980379,123.2224389,57.36087783
792,791,57.31930835,122.9964062,123.2127596,57.3454323
793,792,57.3656953,122.8745725,123.202551,57.33218802
794,793,57.44357023,122.9618491,123.1917779,57.32151467
795,794,57.54920347,123.2439198,123.1806629,57.31133652
796,795,57.4375873,123.4260877,123.1694315,57.2995264
797,796,57.25512808,123.362898,123.1580532,57.28637673
798,797,57.22863236,123.309285,123.1464974,57.27217999
799,798,57.28966579,123.4088576,123.1347336,57.25722861
800,799,57.18300301,123.3603727,123.1227312,57.24181505
801,800,56.90695403,122.9505049,123.1104596,57.22623175
802,801,56.88403251,122.7502329,123.0978881,57.21077118
803,802,57.01181032,122.8383254,123.0849864,57.19572578
804,803,57.04498822,122.8582555,123.0717237,57.18138801
805,804,56.98972405,122.8297396,123.0580696,57.1680503
806,805,57.08826717,122.9404233,123.0439934,57.15600513
807,806,57.25567198,123.1684925,123.0294646,57.14554492
808,807,57.21050879,123.2752718,123.0144525,57.13696215
809,808,56.98059428,123.1880534,122.9989267,57.13054925
810,809,56.9329447,123.1776222,122.9828565,57.12659868
811,810,57.07740857,123.3546424,122.9664093,57.12497667
812,811,57.076651,123.3514567,122.9497654,57.12524055
813,812,56.93725705,123.1929291,122.9329143,57.12721946
814,813,56.99172483,123.2681816,122.915845,57.13074252
815,814,57.17876834,123.4141995,122.898547,57.13563887
816,815,57.11767666,123.2052057,122.8810094,57.14173763
817,816,56.84028738,122.7101397,122.8632216,57.14886793
818,817,56.83822833,122.5446386,122.8451728,57.1568589
819,818,57.05149561,122.6689004,122.8268523,57.16553967
820,819,57.18251738,122.6547008,122.8082493,57.17473936
821,820,57.23780098,122.5622959,122.7893531,57.18428711
822,821,57.36923065,122.6824008,122.770153,57.19401205
823,822,57.56336428,122.9261848,122.7506383,57.20374329
824,823,57.58127416,122.8938809,122.7307981,57.21330998
825,824,57.38723764,122.6459595,122.7106219,57.22254123
826,825,57.28422674,122.6499028,122.6900988,57.23126619
827,826,57.44788254,122.7930457,122.6692181,57.23931397
828,827,57.56439382,122.849592,122.647501,57.24768224
829,828,57.39968906,122.7326145,122.6245592,57.25738196
830,829,57.42709776,122.7272725,122.6005176,57.2682622
831,830,57.42035729,122.7550698,122.5755012,57.28017203
832,831,57.35475899,122.6236984,122.5496349,57.29296052
833,832,57.08807291,122.2351203,122.5230438,57.30647674
834,833,56.93566423,122.0636751,122.4958527,57.32056977
835,834,57.02775825,122.131585,122.4681866,57.33508868
836,835,57.07367898,122.1138694,122.4401705,57.34988254
837,836,57.06812347,121.9193473,122.4119293,57.36480041
838,837,57.19327882,121.8766122,122.383588,57.37969138
839,838,57.4366355,122.1084693,122.3552716,57.3944045
840,839,57.53595563,122.3263208,122.327105,57.40878886
841,840,57.52354302,122.3008741,122.2992133,57.42269353
842,841,57.59308461,122.3934925,122.2717212,57.43596757
843,842,57.71499604,122.5653846,122.2447538,57.44846007
844,843,57.70178702,122.5416084,122.2184362,57.46002008
845,844,57.57905976,122.2755827,122.1929307,57.47078564
846,845,57.5194055,122.2100426,122.1682301,57.48105008
847,846,57.52072638,122.244658,122.1442046,57.49089541
848,847,57.48088567,121.9650349,122.1207242,57.50040366
849,848,57.35460362,121.6065267,122.0976592,57.50965682
850,849,57.33719882,121.6291763,122.0748795,57.51873692
851,850,57.44405585,121.8460372,122.0522553,57.52772598
852,851,57.47626253,122.0491453,122.0296568,57.536706
853,852,57.54222989,122.1493589,122.0069541,57.54575901
854,853,57.70297193,122.2882478,121.9840174,57.55496701
855,854,57.85312733,122.4982906,121.9607166,57.56441202
856,855,57.84677537,122.463209,121.936922,57.57417606
857,856,57.67667045,122.2303807,121.9125037,57.58434114
858,857,57.688578,122.1489121,121.8873319,57.59498927
859,858,57.76961917,122.1802836,121.8612765,57.60620248
860,859,57.65942104,122.1042929,121.8342079,57.61806277
861,860,57.448815,121.930167,121.805996,57.63065216
862,861,57.45194242,121.9179875,121.7772847,57.64379186
863,862,57.65852752,121.9295454,121.7487407,57.65723551
864,863,57.75200069,121.6135975,121.7202684,57.67096376
865,864,57.61456865,121.1060023,121.6917723,57.68495727
866,865,57.64044278,121.0716006,121.6631567,57.69919671
867,866,57.76823996,121.2631119,121.6343262,57.71366273
868,867,57.72259118,121.2954157,121.6051853,57.72833599
869,868,57.56210166,121.1381118,121.5756382,57.74319716
870,869,57.54609548,121.1852175,121.5455896,57.75822688
871,870,57.68275051,121.449087,121.5149438,57.77340582
872,871,57.77214444,121.4999417,121.4836053,57.78871464
873,872,57.68236198,121.326418,121.4514786,57.80413399
874,873,57.72981732,121.3150155,121.418468,57.81964454
875,874,57.93620816,121.4449689,121.3844781,57.83522695
876,875,57.99630915,121.4391414,121.3494133,57.85086187
877,876,57.89683361,121.3646658,121.313178,57.86652996
878,877,57.8558857,121.4867133,121.2756767,57.88221189
879,878,57.9093239,121.5296814,121.2363101,57.89774509
880,879,57.92055158,121.3614802,121.1947226,57.91302638
881,880,57.80841092,120.9996892,121.1511839,57.92812548
882,881,57.70178701,120.9337024,121.1059636,57.94311209
883,882,57.83362463,121.1392579,121.0593316,57.95805594
884,883,57.93096342,121.2385586,121.0115575,57.97302674
885,884,57.9142773,121.1122183,120.9629111,57.98809419
886,885,57.98177925,121.1986985,120.913662,58.00332803
887,886,58.10798361,121.3402486,120.86408,58.01879795
888,887,58.15613822,121.2135393,120.8144348,58.03457369
889,888,58.06367516,121.0142775,120.7649962,58.05072494
890,889,58.1195998,121.0561189,120.7160338,58.06732142
891,890,58.23090514,121.0934344,120.6678173,58.08443286
892,891,58.19092842,120.9566823,120.6206165,58.10212895
893,892,58.0729603,120.6250971,120.5747012,58.12047943
894,893,58.1700271,120.5293706,120.5303409,58.139554
895,894,58.33125478,120.681624,120.4878055,58.15942237
896,895,58.36505431,120.5596931,120.4454772,58.17995475
897,896,58.24289038,120.0781858,120.4017048,58.20095969
898,897,58.1943278,119.9242425,120.3567078,58.22241442
899,898,58.24318174,120.0464453,120.3107056,58.24429616
900,899,58.3128787,120.1315657,120.2639179,58.26658215
901,900,58.33943266,120.081993,120.2165642,58.28924962
902,901,58.41214052,120.0575952,120.1688639,58.31227581
903,902,58.5825368,120.076554,120.1210365,58.33563793
904,903,58.62888492,119.9133062,120.0733017,58.35931324
905,904,58.5326534,119.6047203,120.0258788,58.38327894
906,905,58.62000767,119.6073815,119.9789874,58.40751229
907,906,58.75258345,119.9067988,119.9328471,58.4319905
908,907,58.60918796,120.0118493,119.8876773,58.45669081
909,908,58.23916074,119.8731935,119.8436975,58.48159045
910,909,58.18405196,119.7502525,119.8011273,58.50666666
911,910,58.31921124,119.7018648,119.7601861,58.53189666
912,911,58.28385774,119.5773893,119.7210935,58.55725768
913,912,58.02719496,119.3177739,119.6830528,58.58260464
914,913,57.98506212,119.2062549,119.6451669,58.60784497
915,914,58.11736591,119.2116939,119.6075045,58.63303471
916,915,58.22503878,119.2227662,119.5701344,58.6582299
917,916,58.39856248,119.26892,119.5331254,58.68348657
918,917,58.6780108,119.3786714,119.4965464,58.70886076
919,918,58.95266115,119.5393746,119.4604661,58.73440852
920,919,59.03416854,119.5749806,119.4249533,58.76018586
921,920,58.96155781,119.4911811,119.3900767,58.78624884
922,921,58.93958812,119.5316823,119.3559053,58.81265348
923,922,59.11435502,119.7857615,119.3225078,58.83945582
924,923,59.13026409,119.8804002,119.289953,58.8667119
925,924,58.97849642,119.8050699,119.2583097,58.89447776
926,925,58.93826725,119.8077312,119.2276467,58.92280943
927,926,59.0548562,119.8290599,119.1980327,58.95176295
928,927,59.07711723,119.4637918,119.1695366,58.98139435
929,928,58.91722994,118.9335858,119.1422272,59.01175968
930,929,58.91552054,118.7445027,119.1162901,59.04316125
931,930,59.01738535,118.819833,119.0917826,59.07577983
932,931,59.04228822,118.7323038,119.0685808,59.10948907
933,932,59.00040787,118.5544483,119.046561,59.14416264
934,933,59.1224747,118.7214647,119.0255992,59.17967421
935,934,59.46680258,119.051418,119.0055718,59.21589745
936,935,59.68154618,119.1177933,118.9863549,59.25270603
937,936,59.6010489,119.043784,118.9678246,59.2899736
938,937,59.58154619,119.027195,118.9498573,59.32757385
939,938,59.6674242,119.0427739,118.932329,59.36538042
940,939,59.71635585,118.900272,118.915116,59.403267
941,940,59.67156174,118.8175991,118.8980944,59.44110725
942,941,59.69100619,118.8898213,118.8811405,59.47877483
943,942,59.70862465,119.1820318,118.8641303,59.51614342
944,943,59.48414915,119.1130341,118.8469402,59.55308667
945,944,59.13341104,118.7595182,118.8294463,59.58947826
946,945,59.13737373,118.6526418,118.8117122,59.62629192
947,946,59.30637139,118.6675602,118.7939337,59.66444933
948,947,59.41682205,118.4653846,118.776185,59.70374611
949,948,59.38259516,118.2226301,118.7585407,59.74397786
950,949,59.47478629,118.297261,118.7410751,59.78494019
951,950,59.67259129,118.5701437,118.7238626,59.82642871
952,951,59.69990286,118.6212121,118.7069777,59.86823904
953,952,59.6195804,118.4851981,118.6904947,59.91016677
954,953,59.74539623,118.5871794,118.674488,59.95200753
955,954,59.9932595,118.9141608,118.6590321,59.9935569
956,955,60.15202021,119.0858391,118.6442013,60.03461052
957,956,60.01746306,119.0144133,118.6300701,60.07496398
958,957,59.94347319,119.023912,118.6167128,60.11441289
959,958,60.07534963,119.1101009,118.6042039,60.15275286
960,959,60.1322261,119.0038267,118.5926177,60.1897795
961,960,60.00442891,118.5756215,118.5820287,60.22528843
962,961,60.11120826,118.3674047,118.5725113,60.25907524
963,962,60.30332172,118.3737373,118.5634229,60.29213068
964,963,60.39751362,118.3787878,118.5541573,60.32552177
965,964,60.4190754,118.3371018,118.5448437,60.35915855
966,965,60.58729609,118.6354311,118.5356111,60.39295106
967,966,60.81555947,118.905672,118.5265887,60.42680934
968,967,60.84518264,118.7567598,118.5179054,60.46064343
969,968,60.65044683,118.3891219,118.5096903,60.49436337
970,969,60.65353541,118.3332944,118.5020725,60.52787919
971,970,60.89477471,118.5439199,118.4951811,60.56110095
972,971,60.99545458,118.5663558,118.4891451,60.59393867
973,972,60.98822848,118.4065656,118.4840936,60.6263024
974,973,60.96946388,118.406993,118.4801557,60.65810217
975,974,60.97062941,118.620843,118.4774605,60.68924803
976,975,60.80512826,118.5827894,118.4761369,60.71965002
977,976,60.53370243,118.2950272,118.4763142,60.74921816
978,977,60.59642584,118.2442307,118.4781212,60.77786252
979,978,60.84459991,118.3625291,118.4816872,60.80549311
980,979,61.00561391,118.5833139,118.4869937,60.83181523
981,980,60.8391803,118.4329254,118.493868,60.85668488
982,981,60.91649186,118.445979,118.5022076,60.88023816
983,982,61.14611506,118.6742035,118.5119098,60.90261117
984,983,61.14244371,118.7403846,118.5228722,60.92394004
985,984,60.82317409,118.5294289,118.5349923,60.94436086
986,985,60.69889281,118.4136946,118.5481676,60.96400974
987,986,60.96085863,118.6626067,118.5622954,60.98302279
988,987,61.09055949,118.7180652,118.5772734,61.00153612
989,988,61.03475136,118.6020784,118.5929989,61.01968583
990,989,61.07546625,118.5685314,118.6093694,61.03760803
991,990,61.18440178,118.5683372,118.6262824,61.05543883
992,991,61.05479802,118.3819735,118.6436355,61.07331434
993,992,60.53337224,118.0898212,118.661326,61.09137067
994,993,60.5315657,118.2355671,118.6792514,61.10974391
995,994,60.77494179,118.3969114,118.6973093,61.12857018
996,995,60.82099848,118.3936286,118.715397,61.14798559
997,996,60.76804587,118.3607614,118.7360453,61.16692588
998,997,60.95417639,118.6196969,118.7614231,61.18436961
999,998,61.29005441,119.0574203,118.7908857,61.2005171
1000,999,61.4002914,119.1206099,118.8237881,61.21556868
